"","Time","Year","Month","Day","Season","ClimScenario","Region","Biomass_Index_10thPercentile","Biomass_Index_Mean","Biomass_Index_90thPercentile"
"540",2044-10-16,"2044","10","16","Fall","SSP5_85","GoM",10734.9002302156,168628.496586457,2786856.26169839
"541",2045-03-16,"2045","03","16","Spring","SSP5_85","All",244405.409117348,3754728.63852627,49591682.2401306
"542",2045-03-16,"2045","03","16","Spring","SSP5_85","GB",49122.6445558597,852608.47228441,13806063.8942098
"543",2045-03-16,"2045","03","16","Spring","SSP5_85","GoM",14457.1974198918,236881.267851905,4824521.86794827
"544",2045-07-16,"2045","07","16","Summer","SSP5_85","All",1016311.85141274,16933359.9521084,260790949.951516
"545",2045-07-16,"2045","07","16","Summer","SSP5_85","GB",249199.930000077,4053832.53420593,63772764.5846428
"546",2045-07-16,"2045","07","16","Summer","SSP5_85","GoM",75173.7510720881,1212478.44933831,24003964.1589827
"547",2045-10-16,"2045","10","16","Fall","SSP5_85","All",122681.986536621,2080010.49815797,29619143.9095823
"548",2045-10-16,"2045","10","16","Fall","SSP5_85","GB",27686.4572699791,465889.085086362,7371039.15316695
"549",2045-10-16,"2045","10","16","Fall","SSP5_85","GoM",10143.335070872,170477.903844681,2854094.33439924
"550",2046-03-16,"2046","03","16","Spring","SSP5_85","All",229158.04786199,3773318.56506761,50761523.7803625
"551",2046-03-16,"2046","03","16","Spring","SSP5_85","GB",48334.9202388863,889343.505838064,13997653.9683237
"552",2046-03-16,"2046","03","16","Spring","SSP5_85","GoM",13535.047624434,245399.847793761,4840017.61695923
"553",2046-07-16,"2046","07","16","Summer","SSP5_85","All",958866.624440841,17188580.4252546,279831381.60322
"554",2046-07-16,"2046","07","16","Summer","SSP5_85","GB",242698.465943875,4051066.70346169,66211690.9058477
"555",2046-07-16,"2046","07","16","Summer","SSP5_85","GoM",72839.3638668855,1265062.04210725,25138605.6134661
"556",2046-10-16,"2046","10","16","Fall","SSP5_85","All",113036.426100595,2110310.85200481,31106000.8878509
"557",2046-10-16,"2046","10","16","Fall","SSP5_85","GB",25276.7464875172,488228.879488606,7314109.11315596
"558",2046-10-16,"2046","10","16","Fall","SSP5_85","GoM",9377.33871748308,172425.264682523,2789667.11842721
"559",2047-03-16,"2047","03","16","Spring","SSP5_85","All",193355.6180827,3851869.54036273,52693527.045778
"560",2047-03-16,"2047","03","16","Spring","SSP5_85","GB",44277.6789054269,909264.314440312,15858406.4618195
"561",2047-03-16,"2047","03","16","Spring","SSP5_85","GoM",11946.8502977348,252270.78043209,5017091.80999205
"562",2047-07-16,"2047","07","16","Summer","SSP5_85","All",955244.838072484,18032189.477545,303441157.131104
"563",2047-07-16,"2047","07","16","Summer","SSP5_85","GB",225412.558795435,4234841.33871635,73101804.3093197
"564",2047-07-16,"2047","07","16","Summer","SSP5_85","GoM",66011.7120478899,1274873.24519369,27347753.4927067
"565",2047-10-16,"2047","10","16","Fall","SSP5_85","All",103102.265454835,2104268.97670285,35238784.736999
"566",2047-10-16,"2047","10","16","Fall","SSP5_85","GB",22539.6319378757,483137.357088703,7980684.59975357
"567",2047-10-16,"2047","10","16","Fall","SSP5_85","GoM",7931.06035720364,169065.305615739,2993462.14697454
"568",2048-03-16,"2048","03","16","Spring","SSP5_85","All",177421.082077302,3811395.04034247,59039737.2473867
"569",2048-03-16,"2048","03","16","Spring","SSP5_85","GB",41789.4499222631,907397.098584883,16842520.0659485
"570",2048-03-16,"2048","03","16","Spring","SSP5_85","GoM",11237.8018390287,253033.673227548,5137765.08153081
"571",2048-07-16,"2048","07","16","Summer","SSP5_85","All",892896.064466698,18326927.4440515,345236148.319466
"572",2048-07-16,"2048","07","16","Summer","SSP5_85","GB",219166.804164661,4242109.0764267,85316229.1647833
"573",2048-07-16,"2048","07","16","Summer","SSP5_85","GoM",63457.6234618818,1417431.40917062,27297303.3185604
"574",2048-10-16,"2048","10","16","Fall","SSP5_85","All",93454.2591543053,2121276.27051194,38577951.2198561
"575",2048-10-16,"2048","10","16","Fall","SSP5_85","GB",21323.6061514527,505823.692426526,8820705.87723284
"576",2048-10-16,"2048","10","16","Fall","SSP5_85","GoM",7429.09121517469,172880.673998892,3336714.49745386
"577",2049-03-16,"2049","03","16","Spring","SSP5_85","All",174150.694059771,3922094.92996299,69367111.5428368
"578",2049-03-16,"2049","03","16","Spring","SSP5_85","GB",41216.4004726467,907635.696991112,19704036.7226095
"579",2049-03-16,"2049","03","16","Spring","SSP5_85","GoM",10873.2659118375,254085.781649224,5759017.65486108
"580",2049-07-16,"2049","07","16","Summer","SSP5_85","All",892246.435025221,18839076.7886066,368921297.177977
"581",2049-07-16,"2049","07","16","Summer","SSP5_85","GB",210042.956438777,4203370.8627636,96014588.628161
"582",2049-07-16,"2049","07","16","Summer","SSP5_85","GoM",61682.5128668999,1453926.63812375,31856157.7611858
"583",2049-10-16,"2049","10","16","Fall","SSP5_85","All",80826.8902248781,2126656.68789822,40986780.9937808
"584",2049-10-16,"2049","10","16","Fall","SSP5_85","GB",20307.2664595242,499245.577534835,8986233.23178928
"585",2049-10-16,"2049","10","16","Fall","SSP5_85","GoM",7063.06849778126,170062.789262131,3452486.43530717
"586",2050-03-16,"2050","03","16","Spring","SSP5_85","All",155074.80237507,3676501.63924551,81389060.290183
"587",2050-03-16,"2050","03","16","Spring","SSP5_85","GB",39028.970277044,914800.806125618,21173770.1146827
"588",2050-03-16,"2050","03","16","Spring","SSP5_85","GoM",10500.5188046004,257199.241063538,6142472.07604504
"589",2050-07-16,"2050","07","16","Summer","SSP5_85","All",838093.339401826,18724791.9316019,380967033.574807
"590",2050-07-16,"2050","07","16","Summer","SSP5_85","GB",191365.041948555,4141026.18166049,101196879.950748
"591",2050-07-16,"2050","07","16","Summer","SSP5_85","GoM",56516.5276776738,1475794.17549037,33754676.6161852
"592",2050-10-16,"2050","10","16","Fall","SSP5_85","All",80179.3866545415,2118068.82092161,44793259.7842706
"593",2050-10-16,"2050","10","16","Fall","SSP5_85","GB",19463.4212799542,489791.59617079,9405201.38424994
"594",2050-10-16,"2050","10","16","Fall","SSP5_85","GoM",6600.39361250609,163788.714245161,3683703.24581385
"595",2051-03-16,"2051","03","16","Spring","SSP5_85","All",141526.7720176,3646581.52753924,85615998.0836882
"596",2051-03-16,"2051","03","16","Spring","SSP5_85","GB",36393.0859108163,931371.252185297,21307512.4140654
"597",2051-03-16,"2051","03","16","Spring","SSP5_85","GoM",9223.4009606471,270988.874545878,6035762.44633976
"598",2051-07-16,"2051","07","16","Summer","SSP5_85","All",787156.779384053,18094409.7628461,414369856.329485
"599",2051-07-16,"2051","07","16","Summer","SSP5_85","GB",181370.553625214,4125354.99089954,109014361.89981
"600",2051-07-16,"2051","07","16","Summer","SSP5_85","GoM",53198.6628705436,1555682.99243149,37000635.1227707
"601",2051-10-16,"2051","10","16","Fall","SSP5_85","All",71673.8407219553,2015229.68986609,46015606.1080278
"602",2051-10-16,"2051","10","16","Fall","SSP5_85","GB",17018.1207505793,474726.746037182,10447357.1075969
"603",2051-10-16,"2051","10","16","Fall","SSP5_85","GoM",5145.57704540229,161263.618755992,3992695.24200139
"604",2052-03-16,"2052","03","16","Spring","SSP5_85","All",136683.988965815,3607231.13148843,94118028.3219187
"605",2052-03-16,"2052","03","16","Spring","SSP5_85","GB",35166.2599852095,927008.542817989,23374735.6286019
"606",2052-03-16,"2052","03","16","Spring","SSP5_85","GoM",8999.57096958857,268197.470905529,6353764.2493813
"607",2052-07-16,"2052","07","16","Summer","SSP5_85","All",764435.22685939,17686172.5564741,439181295.51018
"608",2052-07-16,"2052","07","16","Summer","SSP5_85","GB",171200.977788143,4109900.1190865,120378775.990045
"609",2052-07-16,"2052","07","16","Summer","SSP5_85","GoM",51367.9581395975,1579039.28666563,40237401.0589926
"610",2052-10-16,"2052","10","16","Fall","SSP5_85","All",67406.6731515158,2010623.7883125,50689536.0992975
"611",2052-10-16,"2052","10","16","Fall","SSP5_85","GB",14653.3318299896,477796.588158928,11820667.528643
"612",2052-10-16,"2052","10","16","Fall","SSP5_85","GoM",4803.67010593381,161982.541832944,4871480.76653417
"613",2053-03-16,"2053","03","16","Spring","SSP5_85","All",129042.117614791,3616230.62128276,101772539.156301
"614",2053-03-16,"2053","03","16","Spring","SSP5_85","GB",32503.7652217197,896138.57315815,26159987.0901194
"615",2053-03-16,"2053","03","16","Spring","SSP5_85","GoM",9469.99774216224,273489.607859924,7252836.71688758
"616",2053-07-16,"2053","07","16","Summer","SSP5_85","All",717169.109671513,17992327.3317437,473079236.89167
"617",2053-07-16,"2053","07","16","Summer","SSP5_85","GB",148139.727233545,4127211.49289981,133492561.721246
"618",2053-07-16,"2053","07","16","Summer","SSP5_85","GoM",44681.905559651,1533218.62145231,43526430.7445035
"619",2053-10-16,"2053","10","16","Fall","SSP5_85","All",58961.3199934626,2040016.85988896,54526012.1814096
"620",2053-10-16,"2053","10","16","Fall","SSP5_85","GB",13797.9104739848,478762.981262946,13098538.0483968
"621",2053-10-16,"2053","10","16","Fall","SSP5_85","GoM",4648.41988596827,169568.16787154,5374425.56033091
"622",2054-03-16,"2054","03","16","Spring","SSP5_85","All",115842.155712839,3660112.49858586,108311389.131572
"623",2054-03-16,"2054","03","16","Spring","SSP5_85","GB",30520.6188927721,916786.260373338,29074877.8078212
"624",2054-03-16,"2054","03","16","Spring","SSP5_85","GoM",8933.10535622694,269591.71304017,8377601.37125429
"625",2054-07-16,"2054","07","16","Summer","SSP5_85","All",608761.298081586,17347353.4875858,483111499.253392
"626",2054-07-16,"2054","07","16","Summer","SSP5_85","GB",140461.090048184,3959747.28841271,142565046.157508
"627",2054-07-16,"2054","07","16","Summer","SSP5_85","GoM",42868.3675486994,1522005.54644731,42106839.4008416
"628",2054-10-16,"2054","10","16","Fall","SSP5_85","All",57974.0627925758,2035815.42413879,55857965.4299587
"629",2054-10-16,"2054","10","16","Fall","SSP5_85","GB",13459.435826569,488101.702381928,14151693.7354647
"630",2054-10-16,"2054","10","16","Fall","SSP5_85","GoM",4533.03259051827,168537.429125347,5763296.23697334
"631",2055-03-16,"2055","03","16","Spring","SSP5_85","All",107317.880452565,3757855.11549415,111719305.513044
"632",2055-03-16,"2055","03","16","Spring","SSP5_85","GB",30473.1769091621,971628.689455277,31619587.4629504
"633",2055-03-16,"2055","03","16","Spring","SSP5_85","GoM",8253.63069920391,289096.695512941,8685271.8042434
"634",2055-07-16,"2055","07","16","Summer","SSP5_85","All",540851.670971711,17546555.0847508,471012421.529497
"635",2055-07-16,"2055","07","16","Summer","SSP5_85","GB",120029.937346088,3939138.95827266,136776070.000265
"636",2055-07-16,"2055","07","16","Summer","SSP5_85","GoM",36851.3786233408,1447169.67784927,43158763.1990898
"637",2055-10-16,"2055","10","16","Fall","SSP5_85","All",52066.4980936502,2081050.98068958,57168039.0604503
"638",2055-10-16,"2055","10","16","Fall","SSP5_85","GB",11762.7211656168,499969.093863086,14409595.0486818
"639",2055-10-16,"2055","10","16","Fall","SSP5_85","GoM",3949.49725153648,176723.832609194,5722966.05905274
"640",2056-03-16,"2056","03","16","Spring","SSP5_85","All",93492.1563643735,3630287.76494655,107446970.195231
"641",2056-03-16,"2056","03","16","Spring","SSP5_85","GB",27115.745966864,1002066.58623027,31884299.4946954
"642",2056-03-16,"2056","03","16","Spring","SSP5_85","GoM",7666.41284616171,299734.343570689,8920298.03883405
"643",2056-07-16,"2056","07","16","Summer","SSP5_85","All",457061.154454553,17667369.1805895,513897757.534073
"644",2056-07-16,"2056","07","16","Summer","SSP5_85","GB",110831.433778526,3993113.88335453,144224993.011691
"645",2056-07-16,"2056","07","16","Summer","SSP5_85","GoM",33034.5776673908,1409916.51137808,43775452.6213486
"646",2056-10-16,"2056","10","16","Fall","SSP5_85","All",51759.39864297,2096407.14395813,57398728.541726
"647",2056-10-16,"2056","10","16","Fall","SSP5_85","GB",11826.7087022295,514119.619511386,14340488.909037
"648",2056-10-16,"2056","10","16","Fall","SSP5_85","GoM",3958.07657886677,185002.674058988,5519215.51532725
"649",2057-03-16,"2057","03","16","Spring","SSP5_85","All",85837.322370681,3683936.58770973,102348624.279566
"650",2057-03-16,"2057","03","16","Spring","SSP5_85","GB",25568.9804326349,1012979.8825303,31751679.6469504
"651",2057-03-16,"2057","03","16","Spring","SSP5_85","GoM",6404.90330440875,303171.07573428,9091840.85845061
"652",2057-07-16,"2057","07","16","Summer","SSP5_85","All",431841.118695684,17423311.3230564,534159420.435316
"653",2057-07-16,"2057","07","16","Summer","SSP5_85","GB",109510.879091176,3897458.35731427,146848940.134041
"654",2057-07-16,"2057","07","16","Summer","SSP5_85","GoM",32191.0379828355,1394430.95809832,44095254.2307412
"655",2057-10-16,"2057","10","16","Fall","SSP5_85","All",43688.8684002748,2063811.98124838,56193462.5288339
"656",2057-10-16,"2057","10","16","Fall","SSP5_85","GB",9976.18807883413,510681.295166444,15383172.3804903
"657",2057-10-16,"2057","10","16","Fall","SSP5_85","GoM",3274.19917391501,192030.68643567,5891460.34660736
"658",2058-03-16,"2058","03","16","Spring","SSP5_85","All",80252.4149485591,3817283.94694499,106092933.163065
"659",2058-03-16,"2058","03","16","Spring","SSP5_85","GB",23916.0892261536,1035358.03873826,32400902.9420241
"660",2058-03-16,"2058","03","16","Spring","SSP5_85","GoM",6446.03050136167,304029.680377557,10178348.5645074
"661",2058-07-16,"2058","07","16","Summer","SSP5_85","All",387219.241374587,18462077.5032372,507597904.000958
"662",2058-07-16,"2058","07","16","Summer","SSP5_85","GB",101470.604505414,3754593.64696341,140059000.594977
"663",2058-07-16,"2058","07","16","Summer","SSP5_85","GoM",30558.6306492205,1258644.98506413,41434031.3579528
"664",2058-10-16,"2058","10","16","Fall","SSP5_85","All",39985.692701129,2100148.38652821,54999245.5301488
"665",2058-10-16,"2058","10","16","Fall","SSP5_85","GB",8837.45467772338,527484.925982468,15407951.1367888
"666",2058-10-16,"2058","10","16","Fall","SSP5_85","GoM",3255.7248144436,203495.20523671,6373740.70999642
"667",2059-03-16,"2059","03","16","Spring","SSP5_85","All",79040.2303704949,3850045.10914474,105414151.731169
"668",2059-03-16,"2059","03","16","Spring","SSP5_85","GB",23243.7647159843,1031910.81238042,31344417.7500348
"669",2059-03-16,"2059","03","16","Spring","SSP5_85","GoM",5865.66057317,318714.567331198,9757524.50575622
"670",2059-07-16,"2059","07","16","Summer","SSP5_85","All",347944.917112794,18250349.802345,497588796.415737
"671",2059-07-16,"2059","07","16","Summer","SSP5_85","GB",91004.2091730685,3767037.77681591,139217705.442129
"672",2059-07-16,"2059","07","16","Summer","SSP5_85","GoM",26200.5568039007,1323911.11903975,42108076.8863241
"673",2059-10-16,"2059","10","16","Fall","SSP5_85","All",37361.1618793921,2129373.6669725,53026029.7702022
"674",2059-10-16,"2059","10","16","Fall","SSP5_85","GB",7587.82823333317,500545.808580838,15642551.2591961
"675",2059-10-16,"2059","10","16","Fall","SSP5_85","GoM",2915.11485218707,197318.792843826,5929866.87478183
"676",2060-03-16,"2060","03","16","Spring","SSP5_85","All",72042.7773669433,3881614.34592939,105675731.662235
"677",2060-03-16,"2060","03","16","Spring","SSP5_85","GB",22078.8180249837,1021242.35614654,29807092.1290548
"678",2060-03-16,"2060","03","16","Spring","SSP5_85","GoM",5083.41667931347,312954.137611416,9747811.81052843
"679",2060-07-16,"2060","07","16","Summer","SSP5_85","All",287650.403816589,18409886.3318069,469392382.967257
"680",2060-07-16,"2060","07","16","Summer","SSP5_85","GB",87297.004901325,3672168.34749282,131867155.032123
"681",2060-07-16,"2060","07","16","Summer","SSP5_85","GoM",24372.0172333878,1354503.18059926,39596993.8015126
"682",2060-10-16,"2060","10","16","Fall","SSP5_85","All",35312.6133352136,2118234.26323279,49455361.4273371
"683",2060-10-16,"2060","10","16","Fall","SSP5_85","GB",7360.51164900507,489986.2555818,14358140.7089101
"684",2060-10-16,"2060","10","16","Fall","SSP5_85","GoM",2871.88838889656,192634.714730337,5555496.58811389
"685",2061-03-16,"2061","03","16","Spring","SSP5_85","All",68234.008088423,3967414.76169717,102357857.105993
"686",2061-03-16,"2061","03","16","Spring","SSP5_85","GB",19833.0470621675,1023250.19064573,26170782.8834406
"687",2061-03-16,"2061","03","16","Spring","SSP5_85","GoM",4648.65864515226,314319.027881017,9118153.86680646
"688",2061-07-16,"2061","07","16","Summer","SSP5_85","All",265068.291161691,18240212.7146345,483384285.582099
"689",2061-07-16,"2061","07","16","Summer","SSP5_85","GB",68799.6982410509,3627758.07616397,131223477.67891
"690",2061-07-16,"2061","07","16","Summer","SSP5_85","GoM",21695.3980844955,1334806.30514693,43269029.7602322
"691",2061-10-16,"2061","10","16","Fall","SSP5_85","All",32541.2656300697,2143805.869138,47622036.6717886
"692",2061-10-16,"2061","10","16","Fall","SSP5_85","GB",6530.22791584107,481736.722310444,13326143.6596275
"693",2061-10-16,"2061","10","16","Fall","SSP5_85","GoM",2740.32044569227,203662.086918877,5060193.74386556
"694",2062-03-16,"2062","03","16","Spring","SSP5_85","All",67201.0962848436,3893159.69006594,101649696.864721
"695",2062-03-16,"2062","03","16","Spring","SSP5_85","GB",18260.6195588504,989585.286825348,24286038.1358348
"696",2062-03-16,"2062","03","16","Spring","SSP5_85","GoM",4523.91714554835,309401.532870992,9067755.13077892
"697",2062-07-16,"2062","07","16","Summer","SSP5_85","All",252142.661531673,18009811.1418782,511246753.596686
"698",2062-07-16,"2062","07","16","Summer","SSP5_85","GB",66500.7159634209,3724677.72568409,130770080.438292
"699",2062-07-16,"2062","07","16","Summer","SSP5_85","GoM",20226.0050863184,1347737.28441849,45034542.8299707
"700",2062-10-16,"2062","10","16","Fall","SSP5_85","All",32484.714055793,2088821.54849157,47859582.3623262
"701",2062-10-16,"2062","10","16","Fall","SSP5_85","GB",6601.81195952166,479486.793647192,13551662.6079274
"702",2062-10-16,"2062","10","16","Fall","SSP5_85","GoM",2871.42006246284,199218.569979223,5270050.33954135
"703",2063-03-16,"2063","03","16","Spring","SSP5_85","All",63802.8527057095,3967961.91269506,101783393.223301
"704",2063-03-16,"2063","03","16","Spring","SSP5_85","GB",18256.05220912,993728.382810691,24371311.9045525
"705",2063-03-16,"2063","03","16","Spring","SSP5_85","GoM",4432.83593203371,307301.174595355,8759620.52786744
"706",2063-07-16,"2063","07","16","Summer","SSP5_85","All",235515.550334678,17658584.5261609,484848957.785455
"707",2063-07-16,"2063","07","16","Summer","SSP5_85","GB",61285.2582286964,3701236.24091047,116549424.983458
"708",2063-07-16,"2063","07","16","Summer","SSP5_85","GoM",19953.8576932236,1405226.12623476,43606782.6116192
"709",2063-10-16,"2063","10","16","Fall","SSP5_85","All",30243.0762409963,2007836.40434793,49862197.0691962
"710",2063-10-16,"2063","10","16","Fall","SSP5_85","GB",6137.41330891505,463216.228420378,13807151.6574839
"711",2063-10-16,"2063","10","16","Fall","SSP5_85","GoM",2815.28757111044,196843.350322379,5463424.9550893
"712",2064-03-16,"2064","03","16","Spring","SSP5_85","All",58614.0892279883,4176973.75443563,102390400.87392
"713",2064-03-16,"2064","03","16","Spring","SSP5_85","GB",15833.626599468,995090.595753206,24836773.9158281
"714",2064-03-16,"2064","03","16","Spring","SSP5_85","GoM",4157.39891316606,315275.285840725,8701787.22635084
"715",2064-07-16,"2064","07","16","Summer","SSP5_85","All",227303.747892459,18961505.7860856,492491783.1292
"716",2064-07-16,"2064","07","16","Summer","SSP5_85","GB",63805.7385383589,4152028.86623794,115649754.191952
"717",2064-07-16,"2064","07","16","Summer","SSP5_85","GoM",19358.1962139682,1460725.65746701,46039804.0193749
"718",2064-10-16,"2064","10","16","Fall","SSP5_85","All",28234.245579881,2175557.11809482,51922395.1952293
"719",2064-10-16,"2064","10","16","Fall","SSP5_85","GB",5698.42338526208,502511.378986439,12857011.3549183
"720",2064-10-16,"2064","10","16","Fall","SSP5_85","GoM",2766.46418113697,211753.835367823,5018575.24355952
"721",2065-03-16,"2065","03","16","Spring","SSP5_85","All",55934.0931911816,4440378.1004321,102362497.760289
"722",2065-03-16,"2065","03","16","Spring","SSP5_85","GB",13885.2623322822,994963.809312518,25469230.4932469
"723",2065-03-16,"2065","03","16","Spring","SSP5_85","GoM",3465.99497333617,322963.897678222,8353401.45938253
"724",2065-07-16,"2065","07","16","Summer","SSP5_85","All",230673.31342343,18593541.192262,498740819.133001
"725",2065-07-16,"2065","07","16","Summer","SSP5_85","GB",63212.0032446919,4169312.19217689,116719995.39938
"726",2065-07-16,"2065","07","16","Summer","SSP5_85","GoM",20133.7456445304,1531647.10977713,47306200.2690925
"727",2065-10-16,"2065","10","16","Fall","SSP5_85","All",29073.1352038377,2145147.16927003,51409548.5727156
"728",2065-10-16,"2065","10","16","Fall","SSP5_85","GB",6231.37911930506,496537.815422605,12495651.2754963
"729",2065-10-16,"2065","10","16","Fall","SSP5_85","GoM",2842.92081327075,212355.30647926,4599145.94654497
"730",2066-03-16,"2066","03","16","Spring","SSP5_85","All",53806.2319596495,4417632.67164492,105687549.47517
"731",2066-03-16,"2066","03","16","Spring","SSP5_85","GB",12652.5637059793,982015.230145826,25273775.9422917
"732",2066-03-16,"2066","03","16","Spring","SSP5_85","GoM",3222.23068214239,319080.198433844,8305934.90220158
"733",2066-07-16,"2066","07","16","Summer","SSP5_85","All",229899.849606507,19190470.3828852,508988603.950459
"734",2066-07-16,"2066","07","16","Summer","SSP5_85","GB",60002.7070846191,4188448.53320969,110709966.995041
"735",2066-07-16,"2066","07","16","Summer","SSP5_85","GoM",20926.8866594306,1448785.90494486,46252024.8757615
"736",2066-10-16,"2066","10","16","Fall","SSP5_85","All",27708.7837814661,2072645.82033633,52548426.6448265
"737",2066-10-16,"2066","10","16","Fall","SSP5_85","GB",6318.74917735702,517307.797598434,11952288.3028466
"738",2066-10-16,"2066","10","16","Fall","SSP5_85","GoM",2851.35165122195,214522.38299239,4665557.04471956
"739",2067-03-16,"2067","03","16","Spring","SSP5_85","All",52286.8075564622,4397001.79273257,110867344.294096
"740",2067-03-16,"2067","03","16","Spring","SSP5_85","GB",11928.9576201024,1024469.0235736,29261339.4631019
"741",2067-03-16,"2067","03","16","Spring","SSP5_85","GoM",3182.84657383244,328195.464036653,8647164.72644909
"742",2067-07-16,"2067","07","16","Summer","SSP5_85","All",230919.154447486,18404842.518999,508840698.397402
"743",2067-07-16,"2067","07","16","Summer","SSP5_85","GB",55943.2521864361,4181554.37804308,112705783.886506
"744",2067-07-16,"2067","07","16","Summer","SSP5_85","GoM",20920.752164595,1412695.62314526,46939562.2476135
"745",2067-10-16,"2067","10","16","Fall","SSP5_85","All",27036.3382051105,1988039.11271807,54003217.7964587
"746",2067-10-16,"2067","10","16","Fall","SSP5_85","GB",6452.9234817656,501845.082923404,12779258.1430651
"747",2067-10-16,"2067","10","16","Fall","SSP5_85","GoM",2813.99594614392,210851.513016584,5019981.99763222
"748",2068-03-16,"2068","03","16","Spring","SSP5_85","All",54997.00083551,4486280.31935085,114432977.377496
"749",2068-03-16,"2068","03","16","Spring","SSP5_85","GB",13181.8572597711,1046460.65739346,30338218.527158
"750",2068-03-16,"2068","03","16","Spring","SSP5_85","GoM",3427.87700530978,347575.11139432,8850940.71153949
"751",2068-07-16,"2068","07","16","Summer","SSP5_85","All",227995.841631656,18524977.3307238,486610609.480166
"752",2068-07-16,"2068","07","16","Summer","SSP5_85","GB",56628.1738484552,4201080.57543576,101111993.333468
"753",2068-07-16,"2068","07","16","Summer","SSP5_85","GoM",19618.639820494,1462989.48112373,42961525.8600926
"754",2068-10-16,"2068","10","16","Fall","SSP5_85","All",26759.549879216,2040394.74388576,53363889.6369834
"755",2068-10-16,"2068","10","16","Fall","SSP5_85","GB",6835.85699613042,504900.873936114,13086983.4141484
"756",2068-10-16,"2068","10","16","Fall","SSP5_85","GoM",2710.34150193064,207579.782326815,5499167.67026261
"757",2069-03-16,"2069","03","16","Spring","SSP5_85","All",55044.0769824085,4579156.99917711,115924319.263312
"758",2069-03-16,"2069","03","16","Spring","SSP5_85","GB",13914.14957462,1040245.56123201,31498178.4260039
"759",2069-03-16,"2069","03","16","Spring","SSP5_85","GoM",3497.92027905082,339979.286594548,9355384.79112193
"760",2069-07-16,"2069","07","16","Summer","SSP5_85","All",223699.556076694,18274517.5536966,469302325.282016
"761",2069-07-16,"2069","07","16","Summer","SSP5_85","GB",57675.6423314593,4106808.14082921,103852737.443535
"762",2069-07-16,"2069","07","16","Summer","SSP5_85","GoM",20488.8174346432,1356431.65343808,45837977.9059389
"763",2069-10-16,"2069","10","16","Fall","SSP5_85","All",25823.7606292678,2044251.49452621,54249954.9303892
"764",2069-10-16,"2069","10","16","Fall","SSP5_85","GB",6809.58796517555,498865.756627451,12702861.3870064
"765",2069-10-16,"2069","10","16","Fall","SSP5_85","GoM",2702.00812849757,211616.791444255,5391897.96664743
"766",2070-03-16,"2070","03","16","Spring","SSP5_85","All",56969.6048697315,4532295.48451343,123642238.756085
"767",2070-03-16,"2070","03","16","Spring","SSP5_85","GB",14229.3505297133,1025068.91777372,31093378.8025353
"768",2070-03-16,"2070","03","16","Spring","SSP5_85","GoM",3356.0253849909,345080.769931731,9804664.79446262
"769",2070-07-16,"2070","07","16","Summer","SSP5_85","All",222529.944839351,17119406.3423994,488793067.384701
"770",2070-07-16,"2070","07","16","Summer","SSP5_85","GB",57824.5668319528,4000847.04671487,131046655.33888
"771",2070-07-16,"2070","07","16","Summer","SSP5_85","GoM",20854.6625938581,1237029.96931874,51688736.4977409
"772",2070-10-16,"2070","10","16","Fall","SSP5_85","All",26483.3757525708,2021658.41922479,58041438.8982541
"773",2070-10-16,"2070","10","16","Fall","SSP5_85","GB",6807.1492995125,470641.484902762,14103067.6798776
"774",2070-10-16,"2070","10","16","Fall","SSP5_85","GoM",2576.9524062312,199406.840745975,6414060.78450265
"775",2071-03-16,"2071","03","16","Spring","SSP5_85","All",57582.7139059123,4317172.47826359,130057288.247719
"776",2071-03-16,"2071","03","16","Spring","SSP5_85","GB",14085.7835353749,963990.447872756,32856065.0187565
"777",2071-03-16,"2071","03","16","Spring","SSP5_85","GoM",3128.94193497385,319956.48868452,10586039.2347344
"778",2071-07-16,"2071","07","16","Summer","SSP5_85","All",209003.607138894,15561170.1986918,536717279.152278
"779",2071-07-16,"2071","07","16","Summer","SSP5_85","GB",52238.5166521648,3554808.75485968,139381362.49223
"780",2071-07-16,"2071","07","16","Summer","SSP5_85","GoM",20178.1337043786,1143800.44685453,50514333.2182141
"781",2071-10-16,"2071","10","16","Fall","SSP5_85","All",26114.0257265766,1840163.73819822,60792654.2604498
"782",2071-10-16,"2071","10","16","Fall","SSP5_85","GB",6711.50328464002,413889.875893041,15548440.5329918
"783",2071-10-16,"2071","10","16","Fall","SSP5_85","GoM",2454.34413030797,175328.50793343,6450473.67085583
"784",2072-03-16,"2072","03","16","Spring","SSP5_85","All",59231.3424345348,3781554.90923378,137963295.298279
"785",2072-03-16,"2072","03","16","Spring","SSP5_85","GB",15207.5548169705,923888.879667681,36681609.4015033
"786",2072-03-16,"2072","03","16","Spring","SSP5_85","GoM",3735.45268947186,302434.225465749,10771191.9237428
"787",2072-07-16,"2072","07","16","Summer","SSP5_85","All",210288.243478267,13746641.7001075,582388487.436646
"788",2072-07-16,"2072","07","16","Summer","SSP5_85","GB",52234.8046646929,3455061.93222812,152225282.854202
"789",2072-07-16,"2072","07","16","Summer","SSP5_85","GoM",18832.1698815228,1000096.8887041,54744763.4045368
"790",2072-10-16,"2072","10","16","Fall","SSP5_85","All",24492.2364643648,1751302.27784732,70450035.7142103
"791",2072-10-16,"2072","10","16","Fall","SSP5_85","GB",6193.84602172473,381696.19396858,16670818.3929284
"792",2072-10-16,"2072","10","16","Fall","SSP5_85","GoM",2330.4573569469,151009.281666269,6585326.33997611
