COMMON_NAME,SPECIES_ITIS,STOCK_ABBREV,SEX_TYPE,PURPOSE_CODE,SURVEY,SEASON,YEAR,INDEX_TYPE,INDEX,CV,LOWER_90_CI,UPPER_90_CI
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,2001,Abundance (numbers/tow),20.113,0.1315,15.7202,24.4683
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,2002,Abundance (numbers/tow),9.4293,0.1398,7.3388,11.7305
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,2003,Abundance (numbers/tow),12.1362,0.1632,9.0595,15.5864
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,2004,Abundance (numbers/tow),13.6574,0.1856,9.4807,17.9344
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,2005,Abundance (numbers/tow),23.8854,0.2374,15.5852,34.4262
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,2006,Abundance (numbers/tow),30.5222,0.2039,20.4003,41.0574
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,2007,Abundance (numbers/tow),36.5349,0.218,23.6511,50.4826
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,2008,Abundance (numbers/tow),24.0673,0.1904,16.6033,31.7827
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,2009,Abundance (numbers/tow),20.0359,0.161,14.9847,25.4009
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,2010,Abundance (numbers/tow),20.0471,0.1496,15.1357,25.246
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,2011,Abundance (numbers/tow),20.2328,0.2222,13.5228,28.5804
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,2012,Abundance (numbers/tow),8.21,0.2143,5.5317,11.2616
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,2013,Abundance (numbers/tow),12.3679,0.2676,7.0786,17.8186
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,2014,Abundance (numbers/tow),8.8145,0.2727,5.4158,13.1252
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,2015,Abundance (numbers/tow),23.0165,0.2022,15.8637,31.0817
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,2016,Abundance (numbers/tow),35.3743,0.2309,23.1413,49.9921
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1963,Biomass (kg/tow),5.8576,0.329,2.9013,9.0967
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1964,Biomass (kg/tow),2.2236,0.8408,0.0644,4.4011
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1965,Biomass (kg/tow),1.9441,0.1348,1.583,2.3849
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1966,Biomass (kg/tow),2.0002,0.4783,0.7731,3.2274
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1967,Biomass (kg/tow),0.5062,0.4152,0.1473,0.9065
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1968,Biomass (kg/tow),0.485,0.3148,0.2531,0.7584
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1969,Biomass (kg/tow),1.5863,0.5994,0.2899,3.4866
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1970,Biomass (kg/tow),0.6093,0.3662,0.2551,0.9651
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1971,Biomass (kg/tow),0.6652,0.6105,0.023,1.3305
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1972,Biomass (kg/tow),5.168,0.5916,0.4766,10.5819
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1973,Biomass (kg/tow),1.0847,0.4882,0.3773,2.0715
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1974,Biomass (kg/tow),0.2347,0.6347,0.046,0.566
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1975,Biomass (kg/tow),0.7443,0.4182,0.2559,1.297
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1976,Biomass (kg/tow),2.2635,0.4687,0.7028,4.2966
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1977,Biomass (kg/tow),8.1886,0.383,3.6352,14.091
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1978,Biomass (kg/tow),2.2268,0.4471,0.8117,4.0638
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1979,Biomass (kg/tow),3.0186,0.1516,2.3238,3.7976
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1980,Biomass (kg/tow),7.2269,0.2336,4.4429,10.089
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1981,Biomass (kg/tow),2.381,0.2103,1.5864,3.2281
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1982,Biomass (kg/tow),2.6825,0.4414,1.1007,5.0965
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1983,Biomass (kg/tow),0.3333,0.1942,0.2299,0.44
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1984,Biomass (kg/tow),1.8143,0.6328,0.3533,3.3237
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1985,Biomass (kg/tow),1.5752,0.234,1.0132,2.2219
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1986,Biomass (kg/tow),0.9071,0.4916,0.259,1.7081
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1987,Biomass (kg/tow),0.5433,0.1367,0.4259,0.6722
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1988,Biomass (kg/tow),1.1449,0.1322,0.9044,1.4079
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1989,Biomass (kg/tow),1.8714,0.4008,0.5892,3.1801
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1990,Biomass (kg/tow),1.993,0.2269,1.2637,2.7621
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1991,Biomass (kg/tow),1.0482,0.0656,0.9355,1.1579
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1992,Biomass (kg/tow),2.0001,0.3266,0.9529,3.1874
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1993,Biomass (kg/tow),0.9581,0.562,0.24,2.1488
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1994,Biomass (kg/tow),2.8211,0.2189,1.876,3.8899
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1995,Biomass (kg/tow),0.7828,0.1619,0.5955,1.0193
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1996,Biomass (kg/tow),2.7406,0.2361,1.8439,3.8319
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1997,Biomass (kg/tow),2.3371,0.4322,0.9839,4.2179
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1998,Biomass (kg/tow),1.7,0.3131,0.8546,2.6276
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,1999,Biomass (kg/tow),6.2648,0.2826,3.4873,9.3621
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,2000,Biomass (kg/tow),3.5624,0.3332,1.8132,5.6789
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,2001,Biomass (kg/tow),1.9401,0.2187,1.2579,2.7056
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,2002,Biomass (kg/tow),0.726,0.2867,0.405,1.0749
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,2003,Biomass (kg/tow),3.444,0.2494,2.0368,4.8605
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,2004,Biomass (kg/tow),0.504,0.3294,0.2405,0.7674
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,2005,Biomass (kg/tow),0.6423,0.1637,0.4847,0.8223
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,2006,Biomass (kg/tow),0.824,0.1617,0.6194,1.0715
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,2007,Biomass (kg/tow),3.5506,0.163,2.5269,4.5418
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,2008,Biomass (kg/tow),4.9063,0.3706,2.0508,8.0138
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,2009,Biomass (kg/tow),5.9561,0.3334,3.0258,9.7213
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,2010,Biomass (kg/tow),5.3857,0.4323,1.3409,9.4151
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,2011,Biomass (kg/tow),2.8982,0.281,1.6324,4.2725
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,2012,Biomass (kg/tow),3.5453,0.6023,0.9502,7.8738
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,2013,Biomass (kg/tow),4.798,0.7583,0.5541,12.8334
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,2014,Biomass (kg/tow),2.9533,0.3976,1.3762,5.1984
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,2015,Biomass (kg/tow),1.8892,0.2697,1.1347,2.7982
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS fall BTS,FALL,2016,Biomass (kg/tow),2.4679,0.2223,1.5765,3.3624
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,1968,Biomass (kg/tow),0.1208,0.8806,0,0.3625
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,1969,Biomass (kg/tow),0.1156,0.5905,0,0.2312
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,1970,Biomass (kg/tow),1.4484,0.2506,0.8413,2.0406
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,1971,Biomass (kg/tow),0.5016,0.3812,0.1921,0.8106
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,1972,Biomass (kg/tow),0.9445,0.193,0.6646,1.2519
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,1973,Biomass (kg/tow),0.3393,0.3454,0.15,0.5356
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,1974,Biomass (kg/tow),0.7413,0.3024,0.3954,1.1475
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,1975,Biomass (kg/tow),0.3331,0.47,0.1,0.6135
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,1976,Biomass (kg/tow),0.9248,0.2251,0.5864,1.2672
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,1977,Biomass (kg/tow),0.4188,0.4576,0.1442,0.7368
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,1978,Biomass (kg/tow),0.1548,0.4045,0.0568,0.2579
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,1979,Biomass (kg/tow),0.5322,0.16,0.3932,0.6753
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,1980,Biomass (kg/tow),1.5287,0.2664,0.8831,2.1974
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,1981,Biomass (kg/tow),1.5514,0.1659,1.1683,2.0233
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,1982,Biomass (kg/tow),3.0816,0.2163,2.0109,4.1824
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,1983,Biomass (kg/tow),2.854,0.3009,1.7341,4.5438
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,1984,Biomass (kg/tow),1.0693,0.2756,0.5926,1.5896
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,1985,Biomass (kg/tow),0.626,0.1338,0.5009,0.7737
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,1986,Biomass (kg/tow),0.4807,0.2629,0.2694,0.6852
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,1987,Biomass (kg/tow),2.5273,0.4956,0.7442,4.3047
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,1988,Biomass (kg/tow),1.0769,0.0694,0.9577,1.1971
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,1989,Biomass (kg/tow),0.7333,0.3371,0.34,1.1786
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,1990,Biomass (kg/tow),1.6926,0.3308,0.919,2.5966
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,1991,Biomass (kg/tow),1.5436,0.1926,1.0718,2.019
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,1992,Biomass (kg/tow),0.7762,0.3534,0.3615,1.246
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,1993,Biomass (kg/tow),0.5137,0.3348,0.2523,0.7998
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,1994,Biomass (kg/tow),1.0612,0.2573,0.6215,1.5447
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,1995,Biomass (kg/tow),2.0792,0.1996,1.4362,2.7888
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,1996,Biomass (kg/tow),1.1491,0.2399,0.7082,1.6045
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,1997,Biomass (kg/tow),1.2382,0.2152,0.8296,1.69
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,1998,Biomass (kg/tow),1.1795,0.2628,0.6813,1.6826
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,1999,Biomass (kg/tow),1.6196,0.2737,0.922,2.4026
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,2000,Biomass (kg/tow),9.8699,0.3338,4.7839,15.6214
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,2001,Biomass (kg/tow),2.3318,0.2211,1.5295,3.2438
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,2002,Biomass (kg/tow),3.8336,0.1946,2.586,5.0434
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,2003,Biomass (kg/tow),1.9763,0.4507,0.5,3.5052
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,2004,Biomass (kg/tow),1.0907,0.101,0.911,1.2827
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,2005,Biomass (kg/tow),1.471,0.2571,0.8434,2.1021
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,2006,Biomass (kg/tow),1.3197,0.2613,0.785,1.9303
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,2007,Biomass (kg/tow),3.5723,0.3469,1.7456,5.793
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,2008,Biomass (kg/tow),3.0752,0.2135,1.8789,4.2131
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,2009,Biomass (kg/tow),3.8856,0.4258,1.6159,6.9205
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,2010,Biomass (kg/tow),4.7917,0.3599,2.3791,8.0824
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,2011,Biomass (kg/tow),2.766,0.2552,1.579,3.9134
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,2012,Biomass (kg/tow),4.9608,0.4409,1.9592,8.9855
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,2013,Biomass (kg/tow),4.776,0.2789,2.6792,6.9166
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,2014,Biomass (kg/tow),3.8924,0.2139,2.6721,5.3514
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,2015,Biomass (kg/tow),2.932,0.2666,1.7582,4.3956
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,2016,Biomass (kg/tow),4.0488,0.2074,2.7168,5.3822
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,10,NMFS spring BTS,SPRING,2017,Biomass (kg/tow),2.8003,0.2126,1.9282,3.8154
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,1978,Biomass (kg/tow),2.8513,0.123,2.2809,3.4294
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,1979,Biomass (kg/tow),7.4916,0.1759,5.4047,9.8663
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,1980,Biomass (kg/tow),5.4038,0.1255,4.3402,6.4851
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,1981,Biomass (kg/tow),2.2701,0.1875,1.5961,2.9948
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,1982,Biomass (kg/tow),3.5644,0.1322,2.792,4.3467
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,1983,Biomass (kg/tow),2.9882,0.2104,1.9995,4.018
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,1984,Biomass (kg/tow),1.0535,0.1597,0.7815,1.3311
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,1985,Biomass (kg/tow),1.3081,0.29,0.7299,1.9826
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,1986,Biomass (kg/tow),1.3689,0.2679,0.818,2.0084
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,1987,Biomass (kg/tow),1.0546,0.1964,0.7153,1.4024
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,1988,Biomass (kg/tow),3.9163,0.3956,1.5281,6.2767
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,1989,Biomass (kg/tow),1.4616,0.0747,1.2796,1.649
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,1990,Biomass (kg/tow),3.4345,0.2,2.3076,4.6041
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,1991,Biomass (kg/tow),2.2025,0.2413,1.4271,3.0914
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,1992,Biomass (kg/tow),1.9128,0.2156,1.2932,2.6386
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,1993,Biomass (kg/tow),3.0308,0.1943,2.0919,3.9776
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,1994,Biomass (kg/tow),2.3699,0.13,1.8537,2.8899
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,1995,Biomass (kg/tow),4.6606,0.1758,3.432,6.1317
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,1996,Biomass (kg/tow),1.1853,0.1089,0.9732,1.3979
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,1997,Biomass (kg/tow),1.3799,0.0778,1.2022,1.5543
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,1998,Biomass (kg/tow),2.0799,0.1433,1.5974,2.5953
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,1999,Biomass (kg/tow),1.926,0.1379,1.5191,2.3991
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,2000,Biomass (kg/tow),1.5343,0.1557,1.1646,1.9713
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,2001,Biomass (kg/tow),1.4466,0.1444,1.1278,1.7897
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,2002,Biomass (kg/tow),0.7057,0.1835,0.5142,0.9456
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,2003,Biomass (kg/tow),2.0216,0.3723,0.959,3.3193
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,2004,Biomass (kg/tow),4.3687,0.3805,1.7607,7.3017
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,2005,Biomass (kg/tow),1.9869,0.2846,1.0574,2.9348
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,2006,Biomass (kg/tow),2.5211,0.2195,1.6987,3.53
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,2007,Biomass (kg/tow),2.2274,0.2752,1.2665,3.2858
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,2008,Biomass (kg/tow),1.8434,0.192,1.2775,2.4235
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,2009,Biomass (kg/tow),1.5479,0.1437,1.19,1.9205
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,2010,Biomass (kg/tow),2.5039,0.1654,1.8932,3.2458
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,2011,Biomass (kg/tow),3.6456,0.1888,2.5992,4.8746
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,2012,Biomass (kg/tow),1.115,0.199,0.7628,1.5002
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,2013,Biomass (kg/tow),1.1123,0.1865,0.7746,1.4438
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,2014,Biomass (kg/tow),1.0934,0.1411,0.845,1.359
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,2015,Biomass (kg/tow),3.893,0.3099,2.2099,6.2841
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF fall BTS,FALL,2016,Biomass (kg/tow),3.3239,0.1896,2.3074,4.4691
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,1978,Biomass (kg/tow),9.6586,0.1546,7.2058,12.0087
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,1979,Biomass (kg/tow),9.8052,0.1707,7.123,12.8008
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,1980,Biomass (kg/tow),8.8039,0.1192,7.1524,10.5964
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,1981,Biomass (kg/tow),14.9024,0.1039,12.5071,17.6956
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,1982,Biomass (kg/tow),10.4316,0.153,7.7929,13.1199
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,1983,Biomass (kg/tow),6.5313,0.1435,5.0225,8.1227
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,1984,Biomass (kg/tow),5.8938,0.1736,4.2777,7.6366
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,1985,Biomass (kg/tow),4.852,0.1936,3.4251,6.4172
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,1986,Biomass (kg/tow),4.4039,0.1901,3.0978,5.8116
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,1987,Biomass (kg/tow),3.4169,0.123,2.7135,4.1264
